# bjd	phase	raw_flux	raw_err	corr_flux	corr_err	dtr_flux	dtr_err
55133.10985880	-0.34070856	0.999312	0.000043	1.038773	0.000045	1.000770	0.000043
55133.13029136	-0.33346779	0.999293	0.000043	1.038754	0.000045	1.000745	0.000043
55133.15072392	-0.32622701	0.999364	0.000043	1.038825	0.000045	1.000810	0.000043
55133.17115648	-0.31898624	0.999280	0.000043	1.038730	0.000045	1.000719	0.000043
55133.19158905	-0.31174546	0.999303	0.000043	1.038740	0.000045	1.000736	0.000043
55133.21202151	-0.30450472	0.999212	0.000043	1.038628	0.000045	1.000639	0.000043
55133.23245407	-0.29726394	0.999147	0.000043	1.038544	0.000045	1.000568	0.000043
55133.25288673	-0.29002313	0.999106	0.000043	1.038487	0.000045	1.000520	0.000043
55133.27331920	-0.28278239	0.999001	0.000043	1.038371	0.000045	1.000409	0.000043
55133.29375176	-0.27554161	0.998853	0.000043	1.038215	0.000045	1.000254	0.000043
55133.31418442	-0.26830080	0.998800	0.000043	1.038163	0.000045	1.000195	0.000043
55133.33461688	-0.26106006	0.998745	0.000043	1.038107	0.000045	1.000134	0.000043
55133.37548201	-0.24657851	0.998627	0.000043	1.037974	0.000045	1.000003	0.000043
55133.39591457	-0.23933774	0.998384	0.000043	1.037709	0.000045	0.999754	0.000043
55133.41634713	-0.23209696	0.998300	0.000043	1.037608	0.000045	0.999663	0.000043
55133.43677969	-0.22485619	0.998324	0.000043	1.037619	0.000045	0.999681	0.000043
55133.45721226	-0.21761541	0.998356	0.000043	1.037640	0.000045	0.999707	0.000043
55133.47764482	-0.21037463	0.998059	0.000043	1.037319	0.000045	0.999403	0.000043
55133.49807738	-0.20313386	0.997969	0.000043	1.037216	0.000045	0.999307	0.000043
55133.51851004	-0.19589305	0.997767	0.000043	1.036995	0.000045	0.999098	0.000043
55133.53894250	-0.18865231	0.997643	0.000043	1.036858	0.000045	0.998968	0.000043
55133.55937506	-0.18141153	0.997500	0.000043	1.036703	0.000045	0.998818	0.000043
55133.57980752	-0.17417079	0.997178	0.000043	1.036361	0.000045	0.998489	0.000043
55133.60024019	-0.16692998	0.997122	0.000043	1.036296	0.000045	0.998427	0.000043
55133.62067275	-0.15968920	0.996757	0.000043	1.035906	0.000045	0.998055	0.000043
55133.64110531	-0.15244843	0.996761	0.000043	1.035900	0.000045	0.998053	0.000043
55133.66153787	-0.14520765	0.996570	0.000043	1.035690	0.000045	0.997855	0.000043
55133.68197043	-0.13796688	0.996396	0.000043	1.035498	0.000045	0.997675	0.000043
55133.70240299	-0.13072610	0.996222	0.000043	1.035307	0.000045	0.997494	0.000043
55133.72283555	-0.12348533	0.996112	0.000043	1.035185	0.000045	0.997378	0.000043
55133.74326811	-0.11624455	0.996172	0.000043	1.035240	0.000045	0.997431	0.000043
55133.76370067	-0.10900378	0.996313	0.000043	1.035381	0.000045	0.997566	0.000043
55133.78413313	-0.10176304	0.996234	0.000043	1.035293	0.000045	0.997481	0.000043
55133.80456580	-0.09452223	0.996513	0.000043	1.035577	0.000045	0.997754	0.000043
55133.82499836	-0.08728145	0.996636	0.000043	1.035699	0.000045	0.997870	0.000043
55133.84543082	-0.08004071	0.996909	0.000043	1.035978	0.000045	0.998137	0.000043
55133.86586348	-0.07279990	0.997089	0.000043	1.036159	0.000045	0.998311	0.000043
55133.88629604	-0.06555913	0.997429	0.000043	1.036506	0.000045	0.998645	0.000043
55133.90672850	-0.05831839	0.997887	0.000043	1.036976	0.000045	0.999097	0.000043
55133.92716106	-0.05107761	0.998264	0.000043	1.037359	0.000045	0.999468	0.000043
55133.94759372	-0.04383680	0.998802	0.000043	1.037911	0.000045	1.000001	0.000043
55133.96802628	-0.03659603	0.999133	0.000043	1.038247	0.000045	1.000326	0.000043
55133.98845874	-0.02935529	0.999624	0.000043	1.038749	0.000045	1.000811	0.000043
55134.00889140	-0.02211448	1.000124	0.000043	1.039260	0.000045	1.001305	0.000043
55134.02932396	-0.01487370	1.000549	0.000043	1.039693	0.000045	1.001724	0.000043
55134.04975642	-0.00763296	1.001004	0.000043	1.040157	0.000045	1.002173	0.000043
55134.07018908	-0.00039215	1.001215	0.000043	1.040368	0.000045	1.002378	0.000043
55134.09062164	0.00684862	1.001585	0.000043	1.040745	0.000045	1.002742	0.000043
55134.11105410	0.01408936	1.001767	0.000043	1.040929	0.000045	1.002917	0.000043
55134.13148666	0.02133014	1.001872	0.000043	1.041036	0.000045	1.003016	0.000043
55134.15191932	0.02857095	1.001937	0.000043	1.041102	0.000045	1.003075	0.000043
55134.17235178	0.03581169	1.002043	0.000043	1.041211	0.000045	1.003174	0.000043
55134.19278434	0.04305246	1.001978	0.000043	1.041140	0.000045	1.003103	0.000043
55134.21321700	0.05029327	1.001833	0.000043	1.040985	0.000045	1.002951	0.000043
55134.23364945	0.05753401	1.001568	0.000043	1.040705	0.000045	1.002679	0.000043
55134.25408201	0.06477478	1.001564	0.000043	1.040695	0.000045	1.002668	0.000043
55134.27451457	0.07201556	1.001308	0.000043	1.040422	0.000045	1.002406	0.000043
55134.29494713	0.07925633	1.001102	0.000043	1.040199	0.000045	1.002193	0.000043
55134.31537969	0.08649711	1.000718	0.000043	1.039788	0.000045	1.001802	0.000043
55134.33581225	0.09373788	1.000429	0.000043	1.039479	0.000045	1.001506	0.000043
55134.35624481	0.10097866	1.000309	0.000043	1.039349	0.000045	1.001379	0.000043
55134.37667737	0.10821943	0.999996	0.000043	1.039019	0.000045	1.001059	0.000043
55134.39710983	0.11546017	0.999619	0.000043	1.038624	0.000045	1.000676	0.000043
55134.41754249	0.12270098	0.999499	0.000043	1.038495	0.000045	1.000549	0.000043
55134.43797505	0.12994176	0.999203	0.000043	1.038180	0.000045	1.000246	0.000043
55134.45840750	0.13718250	0.999101	0.000043	1.038063	0.000045	1.000137	0.000043
55134.47884006	0.14442327	0.998712	0.000043	1.037647	0.000045	0.999741	0.000043
55134.49927272	0.15166408	0.998531	0.000043	1.037450	0.000045	0.999554	0.000043
55134.51970528	0.15890486	0.998458	0.000043	1.037369	0.000045	0.999474	0.000043
55134.54013774	0.16614560	0.998247	0.000043	1.037147	0.000045	0.999256	0.000043
55134.56057040	0.17338641	0.998270	0.000043	1.037171	0.000045	0.999272	0.000043
55134.58100296	0.18062718	0.998161	0.000043	1.037055	0.000045	0.999157	0.000043
55134.60143541	0.18786792	0.998043	0.000043	1.036928	0.000045	0.999032	0.000043
55134.62186807	0.19510873	0.998008	0.000043	1.036885	0.000045	0.998990	0.000043
55134.64230063	0.20234950	0.997981	0.000043	1.036850	0.000045	0.998957	0.000043
55134.66273309	0.20959024	0.998053	0.000043	1.036921	0.000045	0.999022	0.000043
55134.68316565	0.21683102	0.997939	0.000043	1.036799	0.000045	0.998902	0.000043
55134.70359830	0.22407182	0.998094	0.000043	1.036957	0.000045	0.999050	0.000043
55134.72403076	0.23131256	0.998009	0.000043	1.036864	0.000045	0.998958	0.000043
55134.74446332	0.23855334	0.997958	0.000043	1.036805	0.000045	0.998901	0.000043
55134.76489598	0.24579415	0.998154	0.000043	1.037002	0.000045	0.999090	0.000043
55134.78532844	0.25303489	0.998082	0.000043	1.036921	0.000045	0.999011	0.000043
55134.80576099	0.26027566	0.998189	0.000043	1.037029	0.000045	0.999112	0.000043
55134.82619365	0.26751647	0.998132	0.000043	1.036967	0.000045	0.999048	0.000043
55134.84662621	0.27475724	0.998122	0.000043	1.036955	0.000045	0.999032	0.000043
55134.86705867	0.28199798	0.998278	0.000043	1.037114	0.000045	0.999181	0.000043
55134.88749122	0.28923876	0.998249	0.000043	1.037077	0.000045	0.999145	0.000043
55134.90792388	0.29647957	0.998294	0.000043	1.037117	0.000045	0.999184	0.000043
55134.92835634	0.30372031	0.998357	0.000043	1.037174	0.000045	0.999240	0.000043
55134.94878890	0.31096108	0.998479	0.000043	1.037294	0.000045	0.999355	0.000043
55134.96922155	0.31820189	0.998522	0.000043	1.037334	0.000045	0.999392	0.000043
55134.98965401	0.32544263	0.998562	0.000043	1.037374	0.000045	0.999425	0.000043
55135.01008657	0.33268340	0.998689	0.000043	1.037505	0.000045	0.999546	0.000043
55135.03051912	0.33992417	0.998860	0.000043	1.037684	0.000045	0.999710	0.000043
55135.05095168	0.34716495	0.998849	0.000043	1.037671	0.000045	0.999692	0.000043
55135.07138424	0.35440572	0.999034	0.000043	1.037860	0.000045	0.999871	0.000043
55135.09181680	0.36164650	0.999016	0.000043	1.037835	0.000045	0.999846	0.000043
55135.11224945	0.36888731	0.999208	0.000043	1.038028	0.000045	1.000031	0.000043
55135.13268191	0.37612804	0.999180	0.000043	1.037991	0.000045	0.999997	0.000043
55135.15311447	0.38336882	0.999195	0.000043	1.037998	0.000045	1.000005	0.000043
55135.17354712	0.39060963	0.999286	0.000043	1.038086	0.000045	1.000089	0.000043
55135.19397958	0.39785037	0.999330	0.000043	1.038128	0.000045	1.000127	0.000043
55135.21441214	0.40509114	0.999221	0.000043	1.038014	0.000045	1.000011	0.000043
55135.23484459	0.41233188	0.999341	0.000043	1.038142	0.000045	1.000124	0.000043
55135.25527725	0.41957269	0.999367	0.000043	1.038171	0.000045	1.000143	0.000043
55135.27570981	0.42681346	0.999427	0.000043	1.038233	0.000045	1.000197	0.000043
55135.29614226	0.43405420	0.999345	0.000043	1.038145	0.000045	1.000108	0.000043
55135.31657492	0.44129501	0.999531	0.000043	1.038334	0.000045	1.000287	0.000043
55135.33700748	0.44853578	0.999505	0.000043	1.038300	0.000045	1.000254	0.000043
55135.35743993	0.45577652	0.999498	0.000043	1.038287	0.000045	1.000241	0.000043
55135.37787259	0.46301733	0.999577	0.000043	1.038365	0.000045	1.000313	0.000043
55135.41873760	0.47749884	0.999707	0.000043	1.038493	0.000045	1.000430	0.000043
55135.43917016	0.48473962	0.999714	0.000043	1.038491	0.000045	1.000430	0.000043
55135.45960281	0.49198042	0.999912	0.000043	1.038687	0.000045	1.000621	0.000043
55135.48003527	0.49922116	1.000000	0.000043	1.038769	0.000045	1.000702	0.000043
55135.50046782	-0.49353807	0.999935	0.000043	1.038694	0.000045	1.000630	0.000043
55135.52090048	-0.48629726	1.000063	0.000043	1.038826	0.000045	1.000752	0.000043
55135.54133294	-0.47905652	1.000120	0.000043	1.038889	0.000045	1.000802	0.000043
55135.56176549	-0.47181574	1.000124	0.000043	1.038900	0.000045	1.000799	0.000043
55135.58219805	-0.46457497	1.000102	0.000043	1.038885	0.000045	1.000770	0.000043
55135.60263060	-0.45733420	1.000002	0.000043	1.038783	0.000045	1.000663	0.000043
55135.62306316	-0.45009342	1.000120	0.000043	1.038906	0.000045	1.000775	0.000043
55135.64349571	-0.44285265	1.000185	0.000043	1.038969	0.000045	1.000833	0.000043
55135.66392827	-0.43561188	1.000038	0.000043	1.038811	0.000045	1.000679	0.000043
55135.68436082	-0.42837111	1.000100	0.000043	1.038873	0.000045	1.000734	0.000043
55135.70479338	-0.42113033	1.000116	0.000043	1.038891	0.000045	1.000743	0.000043
55135.72522604	-0.41388952	1.000135	0.000043	1.038916	0.000045	1.000756	0.000043
55135.74565849	-0.40664878	1.000168	0.000043	1.038958	0.000045	1.000782	0.000043
55135.76609105	-0.39940801	1.000144	0.000043	1.038942	0.000045	1.000751	0.000043
55135.78652350	-0.39216727	1.000288	0.000043	1.039094	0.000045	1.000888	0.000043
55135.80695616	-0.38492646	1.000233	0.000043	1.039033	0.000045	1.000826	0.000043
55135.82738871	-0.37768569	1.000333	0.000043	1.039126	0.000045	1.000919	0.000043
55135.84782127	-0.37044492	1.000379	0.000043	1.039159	0.000045	1.000959	0.000043
55135.86825382	-0.36320414	1.000365	0.000043	1.039132	0.000045	1.000938	0.000043
55135.88868638	-0.35596337	1.000431	0.000043	1.039192	0.000045	1.000997	0.000043
55135.90911893	-0.34872260	1.000472	0.000043	1.039232	0.000045	1.001031	0.000043
55135.92955149	-0.34148182	1.000519	0.000043	1.039283	0.000045	1.001071	0.000043
55135.94998404	-0.33424105	1.000513	0.000043	1.039280	0.000045	1.001058	0.000043
55135.97041660	-0.32700028	1.000356	0.000043	1.039117	0.000045	1.000894	0.000043
55135.99084905	-0.31975954	1.000420	0.000043	1.039183	0.000045	1.000951	0.000043
55136.01128170	-0.31251873	1.000337	0.000043	1.039093	0.000045	1.000862	0.000043
55136.03171426	-0.30527796	1.000253	0.000043	1.039000	0.000045	1.000771	0.000043
55136.05214671	-0.29803722	1.000236	0.000043	1.038977	0.000045	1.000747	0.000043
55136.07257937	-0.29079641	1.000073	0.000043	1.038802	0.000045	1.000577	0.000043
55136.09301192	-0.28355564	1.000059	0.000043	1.038781	0.000045	1.000556	0.000043
55136.11344438	-0.27631490	0.999863	0.000043	1.038569	0.000045	1.000353	0.000043
55136.13387693	-0.26907413	0.999827	0.000043	1.038522	0.000045	1.000310	0.000043
55136.15430959	-0.26183332	0.999807	0.000043	1.038491	0.000045	1.000283	0.000043
55136.17474214	-0.25459255	0.999647	0.000043	1.038314	0.000045	1.000116	0.000043
55136.19517459	-0.24735181	0.999632	0.000043	1.038287	0.000045	1.000094	0.000043
55136.21560725	-0.24011100	0.999406	0.000043	1.038042	0.000045	0.999861	0.000043
55136.23603980	-0.23287023	0.999264	0.000043	1.037884	0.000045	0.999712	0.000043
55136.25647226	-0.22562949	0.999320	0.000043	1.037935	0.000045	0.999761	0.000043
55136.27690491	-0.21838868	0.999130	0.000043	1.037729	0.000045	0.999564	0.000043
55136.29733736	-0.21114795	0.999044	0.000043	1.037633	0.000045	0.999471	0.000043
55136.31776992	-0.20390717	0.998814	0.000043	1.037386	0.000045	0.999234	0.000043
55136.33820247	-0.19666640	0.998684	0.000043	1.037245	0.000045	0.999097	0.000043
55136.35863503	-0.18942563	0.998518	0.000043	1.037063	0.000045	0.998924	0.000043
55136.37906758	-0.18218486	0.998382	0.000043	1.036913	0.000045	0.998781	0.000043
55136.39950013	-0.17494408	0.998184	0.000043	1.036698	0.000045	0.998576	0.000043
55136.41993269	-0.16770331	0.998002	0.000043	1.036501	0.000045	0.998387	0.000043
55136.44036524	-0.16046254	0.997760	0.000043	1.036243	0.000045	0.998138	0.000043
55136.46079779	-0.15322177	0.997758	0.000043	1.036236	0.000045	0.998129	0.000043
55136.48123025	-0.14598103	0.997452	0.000043	1.035910	0.000045	0.997816	0.000043
55136.50166290	-0.13874022	0.997292	0.000043	1.035733	0.000045	0.997649	0.000043
55136.52209546	-0.13149944	0.997215	0.000043	1.035640	0.000045	0.997565	0.000043
55136.54252791	-0.12425871	0.997196	0.000043	1.035605	0.000045	0.997539	0.000043
55136.56296056	-0.11701790	0.997060	0.000043	1.035449	0.000045	0.997396	0.000043
55136.58339312	-0.10977713	0.997170	0.000043	1.035551	0.000045	0.997499	0.000043
55136.60382557	-0.10253639	0.997181	0.000043	1.035551	0.000045	0.997504	0.000043
55136.62425822	-0.09529558	0.997208	0.000043	1.035570	0.000045	0.997524	0.000043
55136.64469078	-0.08805481	0.997457	0.000043	1.035822	0.000045	0.997766	0.000043
55136.66512323	-0.08081407	0.997777	0.000043	1.036148	0.000045	0.998079	0.000043
55136.68555578	-0.07357330	0.997986	0.000043	1.036358	0.000045	0.998281	0.000043
55136.70598843	-0.06633249	0.998340	0.000043	1.036722	0.000045	0.998628	0.000043
55136.72642099	-0.05909172	0.998689	0.000043	1.037082	0.000045	0.998970	0.000043
55136.74685344	-0.05185098	0.999049	0.000043	1.037454	0.000045	0.999323	0.000043
55136.76728609	-0.04461018	0.999499	0.000043	1.037917	0.000045	0.999767	0.000043
55136.78771865	-0.03736940	1.000058	0.000043	1.038490	0.000045	1.000319	0.000043
55136.80815110	-0.03012867	1.000359	0.000043	1.038792	0.000045	1.000613	0.000043
55136.82858375	-0.02288786	1.000836	0.000043	1.039276	0.000045	1.001083	0.000043
55136.84901630	-0.01564709	1.001273	0.000043	1.039720	0.000045	1.001513	0.000043
55136.86944876	-0.00840635	1.001722	0.000043	1.040178	0.000045	1.001955	0.000043
55136.88988131	-0.00116558	1.002020	0.000043	1.040483	0.000045	1.002246	0.000043
55136.91031396	0.00607523	1.002259	0.000043	1.040728	0.000045	1.002478	0.000043
55136.93074642	0.01331597	1.002582	0.000043	1.041063	0.000045	1.002794	0.000043
55136.95117897	0.02055674	1.002594	0.000043	1.041070	0.000045	1.002799	0.000043
55136.97161162	0.02779755	1.002839	0.000043	1.041320	0.000045	1.003037	0.000043
55136.99204407	0.03503828	1.002753	0.000043	1.041222	0.000045	1.002944	0.000043
55137.01247663	0.04227906	1.002650	0.000043	1.041105	0.000045	1.002834	0.000043
55137.03290918	0.04951983	1.002697	0.000043	1.041148	0.000045	1.002874	0.000043
55137.05334183	0.05676064	1.002520	0.000043	1.040957	0.000045	1.002690	0.000043
55137.07377428	0.06400137	1.002247	0.000043	1.040668	0.000045	1.002410	0.000043
55137.09420683	0.07124215	1.001921	0.000043	1.040323	0.000045	1.002077	0.000043
55137.11463949	0.07848296	1.001790	0.000043	1.040180	0.000045	1.001939	0.000043
55137.13507194	0.08572369	1.001498	0.000043	1.039866	0.000045	1.001640	0.000043
55137.15550449	0.09296446	1.001236	0.000043	1.039581	0.000045	1.001371	0.000043
55137.17593714	0.10020527	1.000969	0.000043	1.039290	0.000045	1.001097	0.000043
55137.19636959	0.10744601	1.000682	0.000043	1.038980	0.000045	1.000803	0.000043
55137.21680215	0.11468678	1.000368	0.000043	1.038646	0.000045	1.000482	0.000043
55137.23723470	0.12192755	1.000220	0.000043	1.038488	0.000045	1.000327	0.000043
55137.25766725	0.12916832	0.999822	0.000043	1.038073	0.000045	0.999922	0.000043
55137.27809980	0.13640910	0.999594	0.000043	1.037834	0.000045	0.999687	0.000043
55137.29853235	0.14364987	0.999449	0.000043	1.037678	0.000045	0.999535	0.000043
55137.31896491	0.15089064	0.999240	0.000043	1.037451	0.000045	0.999319	0.000043
55137.33939746	0.15813141	0.999085	0.000043	1.037278	0.000045	0.999157	0.000043
55137.35983001	0.16537218	0.999031	0.000043	1.037208	0.000045	0.999096	0.000043
55137.38026256	0.17261296	0.998861	0.000043	1.037021	0.000045	0.998919	0.000043
55137.40069511	0.17985373	0.998830	0.000043	1.036981	0.000045	0.998881	0.000043
55137.42112766	0.18709450	0.998734	0.000043	1.036876	0.000045	0.998778	0.000043
55137.44156012	0.19433524	0.998683	0.000043	1.036818	0.000045	0.998720	0.000043
55137.46199277	0.20157605	0.998673	0.000043	1.036803	0.000045	0.998703	0.000043
55137.48242522	0.20881678	0.998695	0.000043	1.036819	0.000045	0.998718	0.000043
55137.50285777	0.21605755	0.998548	0.000043	1.036659	0.000045	0.998564	0.000043
55137.52329042	0.22329836	0.998634	0.000043	1.036743	0.000045	0.998643	0.000043
55137.54372287	0.23053910	0.998553	0.000043	1.036654	0.000045	0.998555	0.000043
55137.56415542	0.23777987	0.998610	0.000043	1.036711	0.000045	0.998604	0.000043
55137.58458808	0.24502068	0.998586	0.000043	1.036684	0.000045	0.998573	0.000043
55137.60502063	0.25226145	0.998695	0.000043	1.036796	0.000045	0.998675	0.000043
55137.62545308	0.25950218	0.998754	0.000043	1.036854	0.000045	0.998727	0.000043
55137.64588563	0.26674296	0.998633	0.000043	1.036720	0.000045	0.998599	0.000043
55137.66631828	0.27398376	0.998829	0.000043	1.036914	0.000045	0.998788	0.000043
55137.68675073	0.28122450	0.998731	0.000043	1.036802	0.000045	0.998683	0.000043
55137.70718328	0.28846527	0.998752	0.000043	1.036815	0.000045	0.998697	0.000043
55137.72761593	0.29570608	0.998868	0.000043	1.036931	0.000045	0.998806	0.000043
55137.74804838	0.30294681	0.998884	0.000043	1.036947	0.000045	0.998815	0.000043
55137.76848094	0.31018759	0.999019	0.000043	1.037089	0.000045	0.998943	0.000043
55137.78891349	0.31742836	0.999151	0.000043	1.037226	0.000045	0.999068	0.000043
55137.80934604	0.32466913	0.998873	0.000043	1.036934	0.000045	0.998783	0.000043
55137.82977859	0.33190990	0.999109	0.000043	1.037174	0.000045	0.999012	0.000043
55137.85021114	0.33915067	0.999255	0.000043	1.037318	0.000045	0.999151	0.000043
55137.87064369	0.34639145	0.999313	0.000043	1.037370	0.000045	0.999202	0.000043
55137.89107624	0.35363222	0.999411	0.000043	1.037464	0.000045	0.999293	0.000043
55137.91150879	0.36087299	0.999553	0.000043	1.037604	0.000045	0.999428	0.000043
55137.93194144	0.36811380	0.999551	0.000043	1.037594	0.000045	0.999419	0.000043
55137.95237389	0.37535453	0.999594	0.000043	1.037630	0.000045	0.999455	0.000043
55137.97280644	0.38259530	0.999752	0.000043	1.037786	0.000045	0.999606	0.000043
55137.99323889	0.38983604	0.999678	0.000043	1.037701	0.000045	0.999525	0.000043
55138.01367154	0.39707685	0.999648	0.000043	1.037663	0.000045	0.999488	0.000043
55138.03410409	0.40431762	0.999834	0.000043	1.037854	0.000045	0.999667	0.000043
55138.05453664	0.41155839	0.999766	0.000043	1.037782	0.000045	0.999592	0.000043
55138.07496920	0.41879916	0.999763	0.000043	1.037779	0.000045	0.999582	0.000043
55138.09540175	0.42603993	0.999819	0.000043	1.037840	0.000045	0.999631	0.000043
55138.11583430	0.43328071	0.999865	0.000043	1.037891	0.000045	0.999670	0.000043
55138.13626685	0.44052148	0.999932	0.000043	1.037964	0.000045	0.999729	0.000043
55138.15669940	0.44776225	0.999918	0.000043	1.037950	0.000045	0.999708	0.000043
55138.17713195	0.45500302	0.999994	0.000043	1.038027	0.000045	0.999777	0.000043
55138.19756440	0.46224376	1.000047	0.000043	1.038076	0.000045	0.999823	0.000043
55138.21799705	0.46948456	0.999989	0.000043	1.038008	0.000045	0.999758	0.000043
55138.23842960	0.47672533	1.000155	0.000043	1.038173	0.000045	0.999917	0.000043
55138.25886205	0.48396607	1.000280	0.000043	1.038294	0.000045	1.000035	0.000043
55138.27929470	0.49120688	1.000177	0.000043	1.038179	0.000045	0.999925	0.000043
55138.29972725	0.49844765	1.000319	0.000043	1.038318	0.000045	1.000060	0.000043
55138.32015970	-0.49431161	1.000424	0.000043	1.038420	0.000045	1.000158	0.000043
55138.34059225	-0.48707084	1.000385	0.000043	1.038370	0.000045	1.000112	0.000043
55138.36102490	-0.47983004	1.000450	0.000043	1.038429	0.000045	1.000170	0.000043
55138.40188990	-0.46534853	1.000512	0.000043	1.038481	0.000045	1.000218	0.000043
55138.42232255	-0.45810772	1.000627	0.000043	1.038595	0.000045	1.000326	0.000043
55138.44275500	-0.45086699	1.000469	0.000043	1.038426	0.000045	1.000161	0.000043
55138.46318755	-0.44362621	1.000566	0.000043	1.038521	0.000045	1.000251	0.000043
55138.48362020	-0.43638541	1.000578	0.000043	1.038526	0.000045	1.000256	0.000043
55138.50405265	-0.42914467	1.000505	0.000043	1.038443	0.000045	1.000176	0.000043
55138.52448520	-0.42190390	1.000540	0.000043	1.038473	0.000045	1.000204	0.000043
55138.54491765	-0.41466316	1.000495	0.000043	1.038423	0.000045	1.000152	0.000043
55138.56535029	-0.40742236	1.000568	0.000043	1.038499	0.000045	1.000218	0.000043
55138.58578284	-0.40018159	1.000600	0.000043	1.038533	0.000045	1.000242	0.000043
55138.60621529	-0.39294085	1.000629	0.000043	1.038565	0.000045	1.000264	0.000043
55138.62664794	-0.38570005	1.000662	0.000043	1.038600	0.000045	1.000290	0.000043
55138.64708049	-0.37845928	1.000826	0.000043	1.038770	0.000045	1.000447	0.000043
55138.66751304	-0.37121850	1.000682	0.000043	1.038616	0.000045	1.000296	0.000043
55138.68794559	-0.36397773	1.000807	0.000043	1.038743	0.000045	1.000414	0.000043
55138.70837814	-0.35673696	1.000843	0.000043	1.038777	0.000045	1.000443	0.000043
55138.72881069	-0.34949619	1.000785	0.000043	1.038713	0.000045	1.000378	0.000043
55138.74924314	-0.34225545	1.000858	0.000043	1.038788	0.000045	1.000444	0.000043
55138.76967579	-0.33501465	1.000899	0.000043	1.038829	0.000045	1.000478	0.000043
55138.79010834	-0.32777388	1.000812	0.000043	1.038736	0.000045	1.000384	0.000043
55138.81054079	-0.32053314	1.000736	0.000043	1.038654	0.000045	1.000301	0.000043
55138.83097344	-0.31329233	1.000711	0.000043	1.038622	0.000045	1.000269	0.000043
55138.85140599	-0.30605156	1.000604	0.000043	1.038505	0.000045	1.000155	0.000043
55138.87183843	-0.29881083	1.000553	0.000043	1.038444	0.000045	1.000097	0.000043
55138.89227098	-0.29157006	1.000482	0.000043	1.038361	0.000045	1.000019	0.000043
55138.91270363	-0.28432925	1.000429	0.000043	1.038295	0.000045	0.999959	0.000043
55138.93313618	-0.27708848	1.000321	0.000043	1.038171	0.000045	0.999844	0.000043
55138.95356863	-0.26984774	1.000210	0.000043	1.038045	0.000045	0.999726	0.000043
55138.97400128	-0.26260694	1.000250	0.000043	1.038078	0.000045	0.999759	0.000043
55138.99443383	-0.25536616	0.999991	0.000043	1.037800	0.000045	0.999493	0.000043
55139.01486628	-0.24812543	0.999985	0.000043	1.037789	0.000045	0.999480	0.000043
55139.03529893	-0.24088462	0.999830	0.000043	1.037624	0.000045	0.999318	0.000043
55139.05573148	-0.23364385	0.999754	0.000043	1.037542	0.000045	0.999235	0.000043
55139.07616392	-0.22640312	0.999674	0.000043	1.037457	0.000045	0.999148	0.000043
55139.09659647	-0.21916235	0.999548	0.000043	1.037320	0.000045	0.999015	0.000043
55139.11702912	-0.21192154	0.999418	0.000043	1.037177	0.000045	0.998878	0.000043
55139.13746157	-0.20468080	0.999336	0.000043	1.037081	0.000045	0.998790	0.000043
55139.15789412	-0.19744003	0.999180	0.000043	1.036905	0.000045	0.998627	0.000043
55139.17832677	-0.19019923	0.998962	0.000043	1.036662	0.000045	0.998402	0.000043
55139.19875922	-0.18295849	0.998841	0.000043	1.036519	0.000045	0.998274	0.000043
55139.21919177	-0.17571772	0.998648	0.000043	1.036299	0.000045	0.998074	0.000043
55139.23962441	-0.16847691	0.998465	0.000043	1.036092	0.000045	0.997884	0.000043
55139.26005696	-0.16123614	0.998211	0.000043	1.035811	0.000045	0.997623	0.000043
55139.28048941	-0.15399541	0.998029	0.000043	1.035610	0.000045	0.997434	0.000043
55139.30092196	-0.14675464	0.997929	0.000043	1.035497	0.000045	0.997327	0.000043
55139.32135461	-0.13951383	0.997770	0.000043	1.035326	0.000045	0.997162	0.000043
55139.34178706	-0.13227309	0.997683	0.000043	1.035233	0.000045	0.997068	0.000043
55139.36221960	-0.12503232	0.997594	0.000043	1.035138	0.000045	0.996972	0.000043
55139.38265215	-0.11779155	0.997562	0.000043	1.035100	0.000045	0.996933	0.000043
55139.40308470	-0.11055078	0.997492	0.000043	1.035019	0.000045	0.996856	0.000043
55139.42351725	-0.10331001	0.997693	0.000043	1.035218	0.000045	0.997050	0.000043
55139.44394990	-0.09606920	0.997811	0.000043	1.035327	0.000045	0.997161	0.000043
55139.46438235	-0.08882847	0.997873	0.000043	1.035377	0.000045	0.997216	0.000043
55139.48481489	-0.08158770	0.998211	0.000043	1.035715	0.000045	0.997547	0.000043
55139.50524734	-0.07434696	0.998438	0.000043	1.035940	0.000045	0.997766	0.000043
55139.52567999	-0.06710616	0.998814	0.000043	1.036322	0.000045	0.998135	0.000043
55139.54611254	-0.05986539	0.999271	0.000043	1.036789	0.000045	0.998585	0.000043
55139.56654499	-0.05262465	0.999588	0.000043	1.037110	0.000045	0.998895	0.000043
55139.58697764	-0.04538384	1.000092	0.000043	1.037626	0.000045	0.999391	0.000043
55139.60741018	-0.03814307	1.000466	0.000043	1.038004	0.000045	0.999758	0.000043
55139.62784263	-0.03090234	1.000955	0.000043	1.038502	0.000045	1.000240	0.000043
55139.64827518	-0.02366157	1.001437	0.000043	1.038991	0.000045	1.000715	0.000043
55139.66870783	-0.01642076	1.001783	0.000043	1.039338	0.000045	1.001053	0.000043
55139.68914028	-0.00918002	1.002327	0.000043	1.039893	0.000045	1.001590	0.000043
